7.031250000000000000e-01 8.671875000000000000e-01 8.320312500000000000e-01
3.828125000000000000e-01 5.429687500000000000e-01 6.406250000000000000e-01
1.601562500000000000e-01 3.515625000000000000e-01 5.117187500000000000e-01
8.320312500000000000e-01 9.609375000000000000e-01 9.609375000000000000e-01
5.117187500000000000e-01 7.695312500000000000e-01 7.031250000000000000e-01
6.250000000000000000e-02 6.250000000000000000e-02 6.250000000000000000e-02
5.429687500000000000e-01 6.718750000000000000e-01 7.382812500000000000e-01
9.960937500000000000e-01 9.960937500000000000e-01 9.960937500000000000e-01
4.804687500000000000e-01 1.601562500000000000e-01 1.601562500000000000e-01
4.804687500000000000e-01 4.804687500000000000e-01 5.117187500000000000e-01
6.718750000000000000e-01 6.718750000000000000e-01 7.031250000000000000e-01
