9.960937500000000000e-01 8.007812500000000000e-01 1.914062500000000000e-01
8.007812500000000000e-01 5.429687500000000000e-01 0.000000000000000000e+00
4.804687500000000000e-01 3.203125000000000000e-01 0.000000000000000000e+00
6.250000000000000000e-02 6.250000000000000000e-02 6.250000000000000000e-02
1.914062500000000000e-01 1.914062500000000000e-01 1.914062500000000000e-01
8.984375000000000000e-01 6.718750000000000000e-01 9.375000000000000000e-02
9.960937500000000000e-01 9.960937500000000000e-01 9.960937500000000000e-01
7.031250000000000000e-01 4.140625000000000000e-01 0.000000000000000000e+00
4.140625000000000000e-01 4.140625000000000000e-01 4.140625000000000000e-01
6.406250000000000000e-01 6.406250000000000000e-01 6.406250000000000000e-01
8.007812500000000000e-01 8.007812500000000000e-01 8.007812500000000000e-01
